response_id,lottery,smoking,alcohol,gambling,skydiving,speeding,infidelity,steak,gender,age,income,education,location,steak_type
3234918715,Lottery B,No,No,No,No,Yes,No,Yes,Male,45-60,"$50,000 - $99,999",Bachelor degree,South Atlantic,Medium Well
3234915418,Lottery A,Yes,Yes,No,No,Yes,No,Yes,Male,> 60,"$50,000 - $99,999",Graduate degree,Middle Atlantic,Medium Well
3234914768,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,> 60,"$150,000+",Bachelor degree,West North Central,Medium rare
3234911137,Lottery A,No,Yes,Yes,No,Yes,Yes,Yes,Male,45-60,"$150,000+",Bachelor degree,South Atlantic,Medium
3234910999,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Male,> 60,"$50,000 - $99,999",Bachelor degree,Pacific,Medium
3234910677,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,> 60,"$100,000 - $149,999",Some college or Associate degree,East North Central,Medium
3234910265,Lottery B,No,No,No,No,Yes,Yes,Yes,Male,18-29,"$100,000 - $149,999",Some college or Associate degree,West South Central,Medium rare
3234908311,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Male,> 60,"$50,000 - $99,999",Bachelor degree,East North Central,Medium rare
3234908086,Lottery A,No,Yes,No,No,Yes,Yes,Yes,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific,Medium rare
3234905473,Lottery B,No,Yes,No,No,Yes,No,Yes,Male,18-29,"$50,000 - $99,999",Some college or Associate degree,South Atlantic,Medium
3234899967,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,> 60,"$50,000 - $99,999",Bachelor degree,Pacific,Medium
3234899145,Lottery B,Yes,Yes,No,No,No,Yes,Yes,Male,18-29,"$0 - $24,999",Some college or Associate degree,South Atlantic,Medium rare
3234897030,Lottery A,No,Yes,No,No,Yes,No,Yes,Female,> 60,"$100,000 - $149,999",Bachelor degree,New England,Medium rare
3234896600,Lottery B,Yes,Yes,Yes,No,Yes,Yes,Yes,Male,30-44,"$50,000 - $99,999",Bachelor degree,East North Central,Medium Well
3234895207,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$100,000 - $149,999",Bachelor degree,Middle Atlantic,Medium rare
3234894987,Lottery B,No,No,Yes,No,No,No,Yes,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,East South Central,Medium Well
3234894892,Lottery B,No,Yes,No,No,Yes,No,Yes,Male,30-44,"$25,000 - $49,999",Bachelor degree,Pacific,Rare
3234893663,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Male,> 60,"$150,000+",Bachelor degree,New England,Medium Well
3234893368,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,18-29,"$25,000 - $49,999",Graduate degree,West North Central,Medium
3234893232,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,East South Central,Medium rare
3234890248,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,> 60,"$25,000 - $49,999",Graduate degree,West North Central,Medium rare
3234889696,Lottery A,No,Yes,No,No,Yes,No,Yes,Female,> 60,"$100,000 - $149,999",Graduate degree,East North Central,Medium rare
3234889548,Lottery B,Yes,No,Yes,No,Yes,Yes,Yes,Female,> 60,"$0 - $24,999",Bachelor degree,Pacific,Medium rare
3234889313,Lottery A,No,No,No,No,Yes,No,Yes,Male,18-29,"$100,000 - $149,999",Some college or Associate degree,South Atlantic,Medium
3234888994,Lottery B,No,Yes,No,No,Yes,No,Yes,Male,18-29,"$0 - $24,999",Bachelor degree,East South Central,Medium rare
3234888428,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$100,000 - $149,999",Bachelor degree,Pacific,Medium Well
3234888305,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,> 60,"$50,000 - $99,999",Graduate degree,West North Central,Medium
3234888125,Lottery B,No,Yes,Yes,No,No,No,Yes,Female,> 60,"$0 - $24,999",High school degree,Middle Atlantic,Medium Well
3234887530,Lottery A,No,No,Yes,No,Yes,No,Yes,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific,Well
3234886754,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$100,000 - $149,999",High school degree,East South Central,Medium rare
3234886625,Lottery B,No,No,Yes,No,No,No,Yes,Male,18-29,"$50,000 - $99,999",High school degree,Middle Atlantic,Medium rare
3234884675,Lottery B,No,Yes,No,No,Yes,No,Yes,Male,45-60,"$100,000 - $149,999",Bachelor degree,Middle Atlantic,Medium rare
3234884132,Lottery A,No,Yes,Yes,No,No,No,Yes,Female,> 60,"$25,000 - $49,999",High school degree,Middle Atlantic,Medium
3234882939,Lottery A,No,No,No,No,Yes,No,Yes,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,Mountain,Medium
3234882580,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$100,000 - $149,999",Bachelor degree,Middle Atlantic,Rare
3234882106,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,Mountain,Medium Well
3234881800,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,South Atlantic,Medium Well
3234880920,Lottery B,No,No,Yes,No,Yes,No,Yes,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,East South Central,Medium
3234880646,Lottery B,No,Yes,Yes,Yes,Yes,Yes,Yes,Male,30-44,"$100,000 - $149,999",Bachelor degree,Middle Atlantic,Medium
3234880264,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Male,30-44,"$100,000 - $149,999",Graduate degree,Pacific,Medium rare
3234878934,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,30-44,"$100,000 - $149,999",Bachelor degree,East North Central,Medium
3234878909,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,East North Central,Medium
3234878810,Lottery A,No,No,No,No,Yes,No,Yes,Female,> 60,"$25,000 - $49,999",Bachelor degree,East North Central,Medium rare
3234877084,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,> 60,"$150,000+",Graduate degree,South Atlantic,Medium rare
3234874602,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,South Atlantic,Medium Well
3234874404,Lottery A,Yes,Yes,Yes,No,Yes,Yes,Yes,Male,30-44,"$150,000+",Graduate degree,Middle Atlantic,Medium
3234872996,Lottery B,No,Yes,No,No,Yes,No,Yes,Male,45-60,"$50,000 - $99,999",Graduate degree,East North Central,Medium rare
3234872432,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Male,18-29,"$0 - $24,999",High school degree,Pacific,Medium
3234871524,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Female,18-29,"$25,000 - $49,999",High school degree,West North Central,Medium
3234871363,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Male,> 60,"$150,000+",Graduate degree,Middle Atlantic,Medium Well
3234871274,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,Pacific,Medium
3234871183,Lottery B,No,No,Yes,No,Yes,No,Yes,Male,45-60,"$150,000+",Some college or Associate degree,Pacific,Medium
3234871078,Lottery B,No,No,No,No,Yes,No,Yes,Male,45-60,"$50,000 - $99,999",Bachelor degree,South Atlantic,Medium rare
3234870688,Lottery B,No,No,No,No,Yes,Yes,Yes,Male,18-29,"$0 - $24,999",Bachelor degree,East North Central,Medium
3234870354,Lottery B,Yes,No,No,No,No,No,Yes,Female,> 60,"$0 - $24,999",Some college or Associate degree,Middle Atlantic,Rare
3234870079,Lottery B,No,No,No,No,Yes,No,Yes,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,New England,Medium rare
3234870022,Lottery B,No,No,Yes,No,Yes,Yes,Yes,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,New England,Well
3234869188,Lottery A,Yes,No,No,Yes,No,No,Yes,Female,18-29,"$25,000 - $49,999",High school degree,Middle Atlantic,Medium Well
3234868937,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$50,000 - $99,999",Bachelor degree,Pacific,Well
3234868550,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Female,18-29,"$50,000 - $99,999",Some college or Associate degree,East North Central,Medium rare
3234867846,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic,Medium
3234863826,Lottery B,No,Yes,Yes,No,No,No,Yes,Female,> 60,"$0 - $24,999",Some college or Associate degree,South Atlantic,Medium
3234863245,Lottery B,No,Yes,Yes,Yes,Yes,Yes,Yes,Male,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic,Medium rare
3234860196,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$150,000+",Graduate degree,West North Central,Medium
3234859600,Lottery A,No,No,No,No,Yes,No,Yes,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,South Atlantic,Medium
3234859297,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific,Medium Well
3234859155,Lottery B,No,No,No,No,Yes,No,Yes,Male,18-29,"$50,000 - $99,999",Some college or Associate degree,East North Central,Medium rare
3234858232,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$100,000 - $149,999",Bachelor degree,South Atlantic,Well
3234858171,Lottery B,No,No,Yes,No,Yes,No,Yes,Male,> 60,"$0 - $24,999",Bachelor degree,South Atlantic,Medium
3234858147,Lottery B,No,Yes,No,No,Yes,No,Yes,Male,30-44,"$100,000 - $149,999",Bachelor degree,Mountain,Medium
3234857772,Lottery B,Yes,Yes,No,No,Yes,No,Yes,Female,45-60,"$100,000 - $149,999",Graduate degree,East North Central,Medium rare
3234856888,Lottery B,No,No,No,No,Yes,No,Yes,Female,18-29,"$100,000 - $149,999",Some college or Associate degree,East South Central,Medium Well
3234855952,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,> 60,"$50,000 - $99,999",Bachelor degree,Pacific,Well
3234855780,Lottery B,No,No,No,No,Yes,Yes,Yes,Female,18-29,"$0 - $24,999",Some college or Associate degree,Middle Atlantic,Medium Well
3234855514,Lottery A,No,Yes,Yes,No,Yes,Yes,Yes,Female,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic,Medium Well
3234855107,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,> 60,"$0 - $24,999",Bachelor degree,West South Central,Well
3234854914,Lottery B,No,Yes,Yes,No,Yes,Yes,Yes,Female,30-44,"$150,000+",Some college or Associate degree,Pacific,Rare
3234853658,Lottery B,No,Yes,No,No,Yes,No,Yes,Male,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic,Medium rare
3234853330,Lottery A,No,Yes,No,No,Yes,No,Yes,Female,18-29,"$50,000 - $99,999",Graduate degree,Middle Atlantic,Medium
3234853280,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Female,18-29,"$150,000+",Graduate degree,Middle Atlantic,Medium rare
3234853259,Lottery A,No,Yes,No,No,Yes,Yes,Yes,Female,> 60,"$25,000 - $49,999",Graduate degree,Pacific,Rare
3234853003,Lottery B,Yes,Yes,No,No,Yes,No,Yes,Female,18-29,"$100,000 - $149,999",Less than high school degree,Pacific,Well
3234852348,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,East South Central,Medium rare
3234852078,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$100,000 - $149,999",Bachelor degree,East North Central,Medium Well
3234851430,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Female,18-29,"$150,000+",Bachelor degree,New England,Medium rare
3234849033,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,30-44,"$50,000 - $99,999",Graduate degree,East North Central,Well
3234848751,Lottery B,No,No,No,No,Yes,No,Yes,Female,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic,Well
3234848656,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,West North Central,Medium rare
3234848624,Lottery A,No,Yes,No,Yes,Yes,No,Yes,Female,30-44,"$100,000 - $149,999",Graduate degree,West South Central,Medium rare
3234848231,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic,Medium rare
3234847835,Lottery A,No,Yes,Yes,No,Yes,Yes,Yes,Male,30-44,"$100,000 - $149,999",Bachelor degree,Middle Atlantic,Medium
3234847724,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Male,30-44,"$25,000 - $49,999",Bachelor degree,East North Central,Medium rare
3234847389,Lottery A,No,Yes,No,No,Yes,Yes,Yes,Male,18-29,"$50,000 - $99,999",Bachelor degree,Middle Atlantic,Medium
3234846945,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,30-44,"$50,000 - $99,999",Bachelor degree,West North Central,Medium rare
3234846787,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,30-44,"$100,000 - $149,999",Graduate degree,East North Central,Medium Well
3234846164,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,> 60,"$150,000+",Bachelor degree,West North Central,Medium rare
3234846005,Lottery A,No,Yes,No,No,Yes,No,Yes,Female,45-60,"$150,000+",Bachelor degree,West South Central,Medium
3234845685,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,> 60,"$25,000 - $49,999",High school degree,South Atlantic,Medium rare
3234845146,Lottery A,No,Yes,No,No,Yes,Yes,Yes,Female,45-60,"$50,000 - $99,999",Graduate degree,South Atlantic,Medium Well
3234845017,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic,Medium
3234844263,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,30-44,"$50,000 - $99,999",Bachelor degree,West South Central,Medium rare
3234844257,Lottery B,No,Yes,Yes,No,No,No,Yes,Female,45-60,"$100,000 - $149,999",Bachelor degree,Mountain,Well
3234844077,Lottery A,No,No,No,No,Yes,No,Yes,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,Pacific,Medium
3234843837,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic,Medium
3234843826,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,45-60,"$50,000 - $99,999",Graduate degree,West North Central,Medium rare
3234843714,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Female,45-60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic,Well
3234843229,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Female,30-44,"$25,000 - $49,999",Bachelor degree,South Atlantic,Medium Well
3234843170,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,> 60,"$50,000 - $99,999",Graduate degree,East South Central,Medium rare
3234843097,Lottery B,No,Yes,Yes,No,Yes,Yes,Yes,Female,30-44,"$150,000+",Bachelor degree,New England,Medium
3234843042,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,18-29,"$50,000 - $99,999",Graduate degree,West South Central,Medium Well
3234842555,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic,Medium
3234842077,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,18-29,"$0 - $24,999",Some college or Associate degree,South Atlantic,Medium Well
3234841276,Lottery B,No,Yes,No,No,Yes,Yes,Yes,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic,Medium
3234840931,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$100,000 - $149,999",Graduate degree,Middle Atlantic,Rare
3234840455,Lottery A,No,No,No,No,Yes,No,Yes,Female,45-60,"$150,000+",Bachelor degree,South Atlantic,Well
3234840017,Lottery B,No,No,No,No,No,No,Yes,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic,Medium rare
3234839875,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,30-44,"$25,000 - $49,999",Bachelor degree,New England,Medium rare
3234839680,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,West North Central,Rare
3234839467,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,> 60,"$150,000+",Bachelor degree,South Atlantic,Medium
3234839418,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific,Medium
3234839160,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,30-44,"$100,000 - $149,999",Graduate degree,West North Central,Medium
3234839073,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Pacific,Rare
3234838520,Lottery B,Yes,Yes,Yes,No,No,No,Yes,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,Pacific,Medium rare
3234838368,Lottery A,Yes,Yes,No,No,Yes,No,Yes,Female,18-29,"$0 - $24,999",Graduate degree,East South Central,Medium rare
3234837889,Lottery A,Yes,Yes,Yes,Yes,Yes,No,Yes,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic,Medium Well
3234837794,Lottery A,No,Yes,No,No,Yes,No,Yes,Female,> 60,"$25,000 - $49,999",High school degree,New England,Medium
3234837477,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Male,18-29,"$100,000 - $149,999",Bachelor degree,Pacific,Medium
3234836798,Lottery A,No,Yes,No,No,Yes,No,Yes,Female,30-44,"$50,000 - $99,999",Bachelor degree,New England,Medium Well
3234836496,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,45-60,"$100,000 - $149,999",Graduate degree,South Atlantic,Rare
3234836354,Lottery A,No,Yes,No,Yes,Yes,No,Yes,Female,45-60,"$50,000 - $99,999",Bachelor degree,New England,Medium rare
3234835855,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,45-60,"$50,000 - $99,999",Bachelor degree,West North Central,Medium Well
3234835019,Lottery B,Yes,Yes,Yes,No,Yes,No,Yes,Female,18-29,"$100,000 - $149,999",Bachelor degree,East North Central,Medium rare
3234834715,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,> 60,"$100,000 - $149,999",Bachelor degree,Middle Atlantic,Rare
3234834302,Lottery B,No,Yes,No,Yes,No,No,Yes,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,East South Central,Medium
3234834174,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,East North Central,Well
3234834071,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,> 60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic,Medium rare
3234833617,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,18-29,"$25,000 - $49,999",Bachelor degree,South Atlantic,Medium rare
3234833027,Lottery A,No,Yes,No,No,Yes,No,Yes,Female,18-29,"$50,000 - $99,999",Bachelor degree,West North Central,Medium
3234832934,Lottery B,No,Yes,Yes,Yes,Yes,No,Yes,Male,30-44,"$100,000 - $149,999",Bachelor degree,West South Central,Medium rare
3234832916,Lottery A,Yes,Yes,Yes,No,Yes,Yes,Yes,Male,18-29,"$0 - $24,999",Some college or Associate degree,Mountain,Medium
3234831237,Lottery A,No,Yes,No,No,Yes,No,Yes,Female,30-44,"$0 - $24,999",Some college or Associate degree,Pacific,Medium rare
3234831171,Lottery A,No,No,No,No,Yes,No,Yes,Male,18-29,"$50,000 - $99,999",Bachelor degree,East North Central,Medium
3234830173,Lottery A,Yes,Yes,Yes,No,Yes,No,Yes,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,East North Central,Medium rare
3234829440,Lottery B,No,Yes,No,No,Yes,No,Yes,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific,Medium rare
3234828740,Lottery A,No,Yes,No,No,Yes,No,Yes,Male,18-29,"$25,000 - $49,999",Bachelor degree,South Atlantic,Medium
3234828054,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Mountain,Medium rare
3234827864,Lottery B,No,Yes,No,No,No,No,Yes,Female,30-44,"$150,000+",Bachelor degree,Middle Atlantic,Medium
3234827747,Lottery A,No,Yes,Yes,Yes,Yes,No,Yes,Female,18-29,"$100,000 - $149,999",Bachelor degree,Pacific,Medium
3234826323,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Male,30-44,"$25,000 - $49,999",Graduate degree,West North Central,Medium rare
3234825833,Lottery B,No,No,No,No,Yes,No,Yes,Female,45-60,"$150,000+",Bachelor degree,New England,Medium Well
3234824537,Lottery B,No,Yes,No,No,Yes,No,Yes,Male,18-29,"$0 - $24,999",Bachelor degree,East North Central,Medium Well
3234824435,Lottery A,No,Yes,Yes,No,Yes,Yes,Yes,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,South Atlantic,Medium rare
3234824072,Lottery A,No,Yes,Yes,No,Yes,Yes,Yes,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,East North Central,Medium rare
3234824047,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,18-29,"$150,000+",Some college or Associate degree,South Atlantic,Medium
3234823339,Lottery B,No,Yes,Yes,No,Yes,No,Yes,Female,18-29,"$50,000 - $99,999",Graduate degree,South Atlantic,Medium Well
3234822951,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Female,30-44,"$150,000+",Graduate degree,West North Central,Medium
3234822610,Lottery B,No,Yes,Yes,Yes,Yes,Yes,Yes,Male,45-60,"$25,000 - $49,999",Graduate degree,West North Central,Medium rare
3234822589,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Male,45-60,"$150,000+",Graduate degree,Pacific,Medium
3234822326,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Female,30-44,"$100,000 - $149,999",Bachelor degree,New England,Medium rare
3234821979,Lottery B,No,Yes,No,No,Yes,No,Yes,Female,30-44,"$25,000 - $49,999",Graduate degree,New England,Medium rare
3234821435,Lottery A,Yes,No,No,Yes,Yes,Yes,Yes,Female,45-60,"$100,000 - $149,999",Bachelor degree,East North Central,Medium rare
3234821131,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Female,45-60,"$50,000 - $99,999",Bachelor degree,Mountain,Medium Well
3234820975,Lottery A,No,Yes,Yes,No,Yes,No,Yes,Female,45-60,"$150,000+",Bachelor degree,Pacific,Medium rare
