work,fnlwgt,education,marital,occupation,sex,capitalgain,capitalloss,hoursperweek,race,income
Private,216469,edu2,Married,Machine-op-inspct,Male,0,1579,50,White,<=50K
Private,188703,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
Self-emp-not-inc,120781,edu3,Married,Prof-specialty,Male,99999,0,70,Other,>50K
Private,196707,edu2,Married,Machine-op-inspct,Male,7298,0,43,White,>50K
Private,119558,edu2,Married,Exec-managerial,Male,0,0,50,White,>50K
Private,290641,edu3,Married,Exec-managerial,Male,0,0,50,White,>50K
Private,192835,edu2,Married,Other-service,Male,3942,0,40,White,<=50K
Private,188808,edu3,Married,Exec-managerial,Male,0,0,45,White,>50K
Self-emp-inc,119986,edu3,Married,Sales,Male,0,0,50,White,<=50K
Private,124265,edu2,Single,Sales,Male,0,0,50,White,<=50K
Private,188146,edu2,Married,Machine-op-inspct,Male,5013,0,40,White,<=50K
Private,142457,edu1,Single,Other-service,Male,0,0,20,Black,<=50K
Local-gov,137232,edu2,Single,Protective-serv,Female,0,0,50,White,<=50K
Private,311288,edu1,Single,Exec-managerial,Female,0,0,24,White,<=50K
Self-emp-inc,182200,edu2,Single,Machine-op-inspct,Female,0,0,30,White,<=50K
Private,238281,edu1,Single,Sales,Male,0,0,30,White,<=50K
Private,171429,edu1,Single,Other-service,Female,0,0,36,White,<=50K
Private,271933,edu2,Married,Machine-op-inspct,Female,0,0,40,White,<=50K
Private,95552,edu2,Single,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,82393,edu2,Married,Other-service,Male,0,0,30,Asian-Pac-Islander,<=50K
Private,83880,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,160035,edu2,Single,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,190591,edu3,Single,Exec-managerial,Female,0,0,40,Black,<=50K
Private,124792,edu2,Married,Craft-repair,Male,7688,0,45,Black,>50K
Private,22406,edu3,Single,Priv-house-serv,Female,0,0,40,White,<=50K
Private,224541,edu1,Married,Craft-repair,Male,4386,0,55,White,<=50K
Private,141858,edu1,Married,Handlers-cleaners,Male,0,0,40,White,<=50K
Private,183892,edu2,Single,Transport-moving,Male,8614,0,45,White,>50K
Private,106900,edu3,Married,Prof-specialty,Male,0,0,60,White,<=50K
Self-emp-not-inc,173938,edu3,Single,Prof-specialty,Male,0,2258,20,White,<=50K
Private,35448,edu2,Single,Adm-clerical,Female,0,0,12,White,<=50K
Private,29874,edu3,Single,Sales,Male,0,0,48,White,>50K
Self-emp-not-inc,122852,edu2,Married,Transport-moving,Male,0,0,45,White,>50K
Self-emp-not-inc,189721,edu2,Married,Craft-repair,Male,0,0,20,White,<=50K
Private,358655,edu3,Single,Sales,Female,0,0,50,White,>50K
Self-emp-not-inc,162236,edu3,Single,Craft-repair,Female,0,0,40,White,<=50K
Private,169512,edu3,Married,Sales,Male,0,0,60,Black,>50K
Private,103260,edu3,Married,Craft-repair,Female,0,0,30,White,>50K
Private,202652,edu3,Single,Exec-managerial,Female,0,0,35,White,<=50K
Private,240063,edu2,Single,Handlers-cleaners,Male,0,0,40,White,<=50K
Local-gov,56841,edu2,Married,Craft-repair,Male,0,0,40,White,>50K
Self-emp-inc,132576,edu2,Married,Sales,Male,0,1887,45,White,>50K
Private,162945,edu2,Married,Sales,Male,0,2377,40,White,<=50K
Private,365465,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,162302,edu2,Single,Adm-clerical,Female,0,0,35,White,<=50K
Private,370795,edu2,Single,Adm-clerical,Female,0,0,40,Black,<=50K
Self-emp-not-inc,171003,edu1,Single,Other-service,Female,0,0,30,White,<=50K
Private,33124,edu2,Single,Farming-fishing,Female,0,0,14,White,<=50K
Private,366957,edu3,Married,Exec-managerial,Male,99999,0,50,Asian-Pac-Islander,>50K
Private,73773,edu2,Single,Sales,Female,0,0,24,White,<=50K
Private,350169,edu2,Single,Machine-op-inspct,Female,0,0,38,White,<=50K
Private,298435,edu2,Single,Adm-clerical,Female,0,2001,40,White,<=50K
Local-gov,254146,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
Private,618130,edu2,Single,Other-service,Female,0,0,40,Black,<=50K
Private,203761,edu2,Married,Exec-managerial,Male,0,0,45,White,>50K
Private,181896,edu2,Single,Other-service,Female,0,0,40,White,<=50K
Private,96249,edu2,Married,Sales,Male,0,0,60,White,>50K
Private,236731,edu1,Single,Other-service,Male,0,0,40,White,<=50K
Private,208109,edu3,Single,Exec-managerial,Male,0,0,50,White,<=50K
Private,66304,edu2,Married,Transport-moving,Male,0,0,45,White,<=50K
Private,104193,edu2,Single,Other-service,Female,114,0,40,White,<=50K
Private,501144,edu2,Single,Sales,Female,0,0,40,Black,<=50K
Private,114011,edu2,Single,Craft-repair,Female,0,0,20,White,<=50K
Private,298227,edu2,Married,Exec-managerial,Male,0,0,50,White,<=50K
Local-gov,44064,edu1,Single,Handlers-cleaners,Male,0,0,35,White,<=50K
Private,224462,edu2,Single,Handlers-cleaners,Male,0,0,40,White,<=50K
Private,188171,edu2,Single,Handlers-cleaners,Male,0,0,40,White,<=50K
Private,154093,edu2,Single,Transport-moving,Male,0,0,40,Black,<=50K
Local-gov,133963,edu3,Single,Prof-specialty,Female,0,0,40,White,>50K
Private,259323,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,236391,edu2,Married,Craft-repair,Male,0,0,45,White,>50K
Private,212465,edu2,Single,Other-service,Male,0,0,40,White,<=50K
Local-gov,117496,edu2,Married,Adm-clerical,Female,7298,0,30,White,>50K
Self-emp-inc,263786,edu3,Single,Sales,Male,0,0,40,White,>50K
Self-emp-inc,308686,edu3,Married,Prof-specialty,Male,0,0,70,White,>50K
State-gov,230200,edu3,Married,Other-service,Female,0,0,40,White,<=50K
Private,155611,edu2,Single,Craft-repair,Female,114,0,40,White,<=50K
Private,179088,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,163002,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,316027,edu2,Married,Other-service,Male,0,0,45,White,<=50K
Self-emp-not-inc,219021,edu3,Married,Prof-specialty,Male,0,0,35,White,>50K
Private,139176,edu2,Married,Sales,Male,0,0,8,White,<=50K
Private,218653,edu2,Married,Prof-specialty,Male,0,0,40,White,<=50K
Private,60267,edu3,Married,Exec-managerial,Male,0,0,38,White,>50K
Private,156580,edu3,Married,Sales,Female,0,0,40,White,<=50K
Self-emp-not-inc,243665,edu2,Married,Sales,Male,0,0,50,White,<=50K
Private,118792,edu1,Single,Sales,Female,0,0,24,White,<=50K
State-gov,328228,edu2,Married,Adm-clerical,Male,0,0,40,White,>50K
Private,145242,edu3,Married,Prof-specialty,Female,4386,0,20,White,>50K
Private,81965,edu3,Single,Tech-support,Female,0,0,40,White,<=50K
Private,244522,edu2,Single,Craft-repair,Male,0,0,45,White,<=50K
Private,359854,edu3,Single,Priv-house-serv,Female,0,0,35,White,<=50K
Private,191777,edu3,Single,Adm-clerical,Female,0,0,40,Black,<=50K
Private,225193,edu2,Married,Handlers-cleaners,Male,0,0,63,White,<=50K
Private,280292,edu1,Married,Transport-moving,Male,0,0,40,White,>50K
Private,295949,edu2,Married,Craft-repair,Male,0,1628,40,White,<=50K
Private,51499,edu3,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,42740,edu2,Single,Other-service,Female,0,0,39,White,<=50K
State-gov,557853,edu3,Single,Adm-clerical,Male,0,0,47,White,<=50K
Local-gov,197189,edu3,Single,Prof-specialty,Female,4650,0,48,White,<=50K
Private,129426,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Local-gov,566066,edu3,Single,Protective-serv,Female,0,0,40,Black,<=50K
Private,170326,edu2,Single,Machine-op-inspct,Female,0,0,40,White,<=50K
Private,170263,edu2,Single,Exec-managerial,Female,0,0,40,White,<=50K
Self-emp-not-inc,231180,edu2,Married,Other-service,Male,0,0,50,White,<=50K
Private,57534,edu2,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,268571,edu2,Married,Other-service,Male,0,0,40,White,<=50K
Private,302195,edu3,Single,Sales,Male,0,0,45,White,<=50K
Private,38232,edu3,Single,Prof-specialty,Male,0,0,50,White,<=50K
Local-gov,140478,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
Private,234108,edu2,Single,Sales,Male,0,0,40,White,<=50K
Private,175925,edu3,Single,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,184285,edu2,Married,Adm-clerical,Male,0,0,40,White,>50K
Local-gov,183801,edu3,Single,Other-service,Male,0,0,14,White,<=50K
Federal-gov,224858,edu2,Married,Protective-serv,Male,0,0,60,White,<=50K
Private,76129,edu2,Single,Machine-op-inspct,Female,0,0,40,White,<=50K
Private,162915,edu2,Single,Transport-moving,Male,0,0,50,White,<=50K
Private,103277,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
Private,193961,edu2,Married,Craft-repair,Male,0,0,40,Asian-Pac-Islander,>50K
Self-emp-not-inc,267412,edu3,Married,Farming-fishing,Male,0,0,60,White,<=50K
Private,184693,edu2,Single,Other-service,Female,0,0,20,White,<=50K
Local-gov,218724,edu2,Single,Other-service,Male,0,0,40,White,<=50K
Self-emp-not-inc,39986,edu2,Married,Farming-fishing,Male,0,1740,56,White,<=50K
Private,203967,edu2,Single,Adm-clerical,Male,0,0,40,White,<=50K
Private,437994,edu2,Single,Other-service,Male,0,0,60,Black,<=50K
Private,101338,edu1,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,195690,edu2,Married,Handlers-cleaners,Male,0,0,45,White,<=50K
Private,248476,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,152231,edu2,Married,Machine-op-inspct,Male,0,0,45,White,<=50K
Private,112264,edu2,Married,Sales,Male,0,0,40,White,<=50K
Private,263727,edu2,Married,Exec-managerial,Male,0,0,60,White,>50K
Private,161607,edu2,Married,Transport-moving,Male,0,0,45,White,<=50K
State-gov,342834,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,37778,edu3,Married,Exec-managerial,Male,0,0,40,White,<=50K
Private,133164,edu1,Single,Other-service,Male,0,0,48,White,<=50K
Private,158737,edu1,Married,Machine-op-inspct,Male,0,0,40,Other,<=50K
Private,105803,edu2,Married,Sales,Male,0,0,40,White,<=50K
Private,186121,edu3,Single,Exec-managerial,Male,0,0,40,White,<=50K
Private,234731,edu2,Single,Handlers-cleaners,Male,0,0,40,White,<=50K
Private,164519,edu3,Single,Prof-specialty,Male,0,0,55,White,<=50K
Private,475322,edu2,Married,Transport-moving,Male,0,0,50,White,>50K
Private,191856,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,115458,edu2,Single,Transport-moving,Male,0,0,40,White,<=50K
Private,169426,edu2,Married,Machine-op-inspct,Male,7298,0,40,White,>50K
Private,289982,edu1,Single,Other-service,Female,0,0,40,White,<=50K
Local-gov,40641,edu1,Married,Craft-repair,Male,5013,0,40,White,<=50K
Private,120910,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,413110,edu2,Single,Other-service,Female,0,0,15,Black,<=50K
Private,56630,edu3,Married,Adm-clerical,Male,0,0,40,White,<=50K
State-gov,198363,edu1,Single,Other-service,Female,2964,0,40,Black,<=50K
Private,81528,edu2,Single,Handlers-cleaners,Male,0,0,60,White,<=50K
Private,165001,edu3,Married,Exec-managerial,Male,0,0,40,White,>50K
Self-emp-not-inc,216178,edu3,Single,Craft-repair,Male,0,0,35,White,<=50K
Private,135645,edu3,Single,Sales,Male,0,0,40,White,<=50K
Private,174196,edu2,Married,Adm-clerical,Female,0,0,40,Black,<=50K
Private,227823,edu3,Single,Adm-clerical,Female,0,0,70,White,<=50K
Private,114157,edu2,Single,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,198265,edu2,Married,Tech-support,Male,3103,0,40,White,>50K
Local-gov,105266,edu2,Married,Transport-moving,Male,0,0,40,White,<=50K
Private,96129,edu3,Married,Exec-managerial,Male,0,0,40,White,>50K
Self-emp-not-inc,143932,edu3,Married,Exec-managerial,Male,0,0,40,White,<=50K
Private,192588,edu2,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,280111,edu1,Single,Adm-clerical,Female,0,0,38,Black,<=50K
Private,130534,edu1,Single,Craft-repair,Male,0,0,50,White,<=50K
Private,228326,edu2,Single,Adm-clerical,Male,0,0,40,White,<=50K
Private,108926,edu2,Single,Machine-op-inspct,Female,0,0,40,Black,<=50K
Private,203079,edu3,Single,Exec-managerial,Female,0,0,55,White,<=50K
Private,154374,edu3,Married,Craft-repair,Male,0,0,55,White,>50K
Local-gov,229148,edu2,Married,Handlers-cleaners,Male,0,0,40,Black,<=50K
Private,280292,edu2,Married,Sales,Male,0,0,32,White,<=50K
Private,148606,edu1,Single,Other-service,Female,0,0,35,White,<=50K
Private,125531,edu2,Single,Other-service,Female,0,0,30,White,<=50K
Private,198078,edu2,Married,Transport-moving,Male,0,0,40,White,>50K
Private,226668,edu3,Single,Craft-repair,Male,0,0,40,Other,<=50K
Private,117789,edu3,Single,Exec-managerial,Female,0,0,40,White,<=50K
Private,91666,edu2,Single,Transport-moving,Male,0,0,50,White,<=50K
Local-gov,241528,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
Private,318025,edu2,Single,Other-service,Male,0,0,20,White,<=50K
Self-emp-inc,277488,edu3,Married,Prof-specialty,Male,15024,0,65,White,>50K
Private,413297,edu3,Single,Sales,Male,0,0,45,White,<=50K
Private,139057,edu3,Married,Prof-specialty,Male,0,0,38,Asian-Pac-Islander,<=50K
Private,132320,edu1,Single,Craft-repair,Male,0,0,35,White,<=50K
Private,200576,edu2,Single,Adm-clerical,Female,0,0,63,White,<=50K
Private,367200,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,188436,edu3,Married,Adm-clerical,Male,0,0,45,White,<=50K
Private,132572,edu3,Single,Adm-clerical,Female,0,0,40,Black,<=50K
Self-emp-not-inc,56480,edu2,Married,Exec-managerial,Male,0,0,1,White,<=50K
Private,142756,edu2,Single,Adm-clerical,Female,0,0,35,White,<=50K
Private,113688,edu2,Single,Other-service,Female,0,0,34,White,<=50K
Local-gov,324561,edu3,Married,Prof-specialty,Female,0,0,45,White,>50K
Private,143857,edu2,Single,Sales,Female,0,0,35,White,<=50K
Private,374790,edu1,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,467611,edu1,Married,Farming-fishing,Male,0,0,40,White,<=50K
Private,153516,edu3,Single,Prof-specialty,Male,0,0,40,White,<=50K
Private,364946,edu3,Single,Prof-specialty,Male,0,0,50,White,<=50K
State-gov,334273,edu3,Married,Sales,Male,0,0,40,White,>50K
Private,194850,edu2,Married,Other-service,Male,0,0,40,Other,<=50K
Private,366154,edu2,Single,Other-service,Male,0,0,30,White,<=50K
Private,174592,edu3,Single,Exec-managerial,Female,0,0,40,White,<=50K
Self-emp-not-inc,82098,edu2,Married,Exec-managerial,Male,0,0,65,Asian-Pac-Islander,<=50K
Private,130007,edu1,Single,Sales,Female,0,0,35,White,<=50K
Private,222829,edu3,Married,Prof-specialty,Male,0,0,42,White,>50K
State-gov,165457,edu3,Single,Tech-support,Male,2463,0,40,Asian-Pac-Islander,<=50K
Private,323573,edu2,Single,Other-service,Female,0,0,20,White,<=50K
Self-emp-inc,51579,edu3,Married,Exec-managerial,Male,0,0,60,White,>50K
Private,146659,edu3,Married,Prof-specialty,Male,0,1887,35,White,>50K
Private,240389,edu2,Married,Sales,Male,0,0,43,White,>50K
Local-gov,200153,edu3,Single,Prof-specialty,Male,0,0,40,White,<=50K
Self-emp-not-inc,198841,edu3,Married,Prof-specialty,Male,0,0,50,White,>50K
Local-gov,32855,edu2,Married,Transport-moving,Male,0,0,48,White,<=50K
Self-emp-not-inc,196707,edu3,Married,Prof-specialty,Male,99999,0,60,White,>50K
Private,154374,edu2,Married,Machine-op-inspct,Male,0,0,40,White,>50K
Private,191001,edu2,Single,Sales,Female,0,0,40,White,<=50K
Private,281852,edu2,Single,Transport-moving,Male,0,0,80,Black,<=50K
Private,387779,edu1,Single,Transport-moving,Male,0,0,15,White,<=50K
Self-emp-not-inc,160045,edu2,Single,Other-service,Female,0,0,35,White,<=50K
Private,131039,edu2,Single,Adm-clerical,Female,0,0,35,Asian-Pac-Islander,<=50K
Federal-gov,196307,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
Private,193787,edu2,Single,Machine-op-inspct,Female,0,0,50,White,<=50K
Private,386806,edu1,Married,Craft-repair,Male,0,0,45,Other,>50K
Private,170130,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,130045,edu1,Married,Other-service,Female,0,0,40,White,<=50K
Private,256005,edu2,Single,Other-service,Male,0,0,40,White,<=50K
Federal-gov,347935,edu2,Single,Protective-serv,Male,0,0,40,Black,<=50K
Self-emp-inc,50408,edu1,Married,Sales,Male,0,0,20,White,<=50K
Private,410216,edu1,Married,Craft-repair,Male,0,0,60,White,>50K
Private,84801,edu3,Married,Exec-managerial,Male,7688,0,40,White,>50K
Private,112900,edu2,Single,Other-service,Female,0,0,40,White,<=50K
Self-emp-not-inc,133299,edu3,Married,Transport-moving,Male,0,0,40,White,<=50K
Private,204209,edu1,Married,Craft-repair,Male,3103,0,40,White,>50K
Private,240063,edu2,Single,Transport-moving,Male,0,0,48,White,<=50K
Private,143851,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
Self-emp-inc,123075,edu2,Married,Protective-serv,Male,0,0,70,White,<=50K
Private,404616,edu3,Married,Farming-fishing,Male,0,0,99,White,>50K
Private,362309,edu2,Single,Other-service,Male,0,0,35,White,<=50K
Private,238917,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,57600,edu2,Married,Adm-clerical,Female,0,0,38,White,<=50K
Self-emp-not-inc,192236,edu3,Single,Prof-specialty,Female,0,0,40,White,>50K
Local-gov,97136,edu2,Married,Adm-clerical,Female,0,0,40,Black,<=50K
Local-gov,429897,edu3,Married,Prof-specialty,Male,0,0,45,White,>50K
Private,193130,edu2,Single,Adm-clerical,Female,0,0,30,White,<=50K
Self-emp-not-inc,184804,edu3,Single,Prof-specialty,Female,0,2205,45,White,<=50K
Private,79787,edu3,Single,Exec-managerial,Female,0,0,25,White,<=50K
Private,325159,edu3,Married,Adm-clerical,Male,0,0,50,White,<=50K
Private,266287,edu1,Single,Sales,Female,0,0,35,White,<=50K
Private,267034,edu1,Single,Craft-repair,Male,0,0,40,Black,<=50K
Private,194698,edu2,Married,Craft-repair,Male,0,0,40,White,>50K
Local-gov,53612,edu3,Single,Prof-specialty,Female,0,0,35,Black,<=50K
Private,134088,edu3,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,309895,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Self-emp-not-inc,142222,edu2,Single,Exec-managerial,Female,1151,0,60,White,<=50K
Private,334999,edu2,Married,Sales,Male,0,0,45,White,<=50K
Private,53367,edu1,Single,Other-service,Female,0,0,35,White,<=50K
Private,398904,edu3,Married,Prof-specialty,Female,0,0,40,White,<=50K
Private,417668,edu2,Single,Other-service,Male,0,0,20,White,<=50K
Private,416103,edu2,Single,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,298227,edu2,Single,Handlers-cleaners,Male,0,0,35,White,<=50K
Private,160674,edu2,Single,Exec-managerial,Female,0,0,40,White,<=50K
State-gov,137815,edu3,Married,Craft-repair,Male,0,0,40,White,>50K
Private,339602,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
State-gov,172327,edu3,Single,Exec-managerial,Male,0,0,42,White,<=50K
Private,240837,edu2,Single,Other-service,Female,0,0,30,White,<=50K
Local-gov,442359,edu3,Single,Prof-specialty,Female,0,1092,40,White,<=50K
Self-emp-inc,210295,edu1,Married,Craft-repair,Male,0,0,50,White,>50K
Private,175942,edu2,Single,Priv-house-serv,Female,0,0,40,White,<=50K
Private,110677,edu2,Married,Other-service,Female,0,0,30,White,<=50K
Private,188199,edu1,Single,Handlers-cleaners,Female,0,0,40,White,<=50K
Private,32954,edu3,Single,Prof-specialty,Female,0,0,36,White,<=50K
Local-gov,283602,edu3,Married,Prof-specialty,Female,15024,0,40,White,>50K
Local-gov,273399,edu2,Single,Protective-serv,Male,0,0,40,White,<=50K
Private,205653,edu3,Single,Handlers-cleaners,Male,0,0,30,White,<=50K
Private,165484,edu3,Married,Prof-specialty,Male,0,0,50,White,>50K
Self-emp-not-inc,64632,edu2,Married,Exec-managerial,Male,0,0,50,White,<=50K
Private,173483,edu3,Married,Prof-specialty,Female,5013,0,20,White,<=50K
Private,188923,edu2,Single,Other-service,Female,0,0,25,White,<=50K
Private,167098,edu3,Married,Exec-managerial,Male,0,0,40,White,>50K
Private,424340,edu2,Single,Adm-clerical,Male,0,0,40,Black,<=50K
Private,64322,edu2,Married,Exec-managerial,Male,0,0,40,White,<=50K
Federal-gov,99131,edu2,Single,Exec-managerial,Female,0,0,40,White,<=50K
Private,214242,edu3,Married,Prof-specialty,Male,0,1887,40,White,>50K
Self-emp-not-inc,263081,edu2,Single,Other-service,Male,0,0,84,Black,<=50K
Private,214069,edu2,Single,Farming-fishing,Male,0,0,40,White,<=50K
Self-emp-not-inc,127198,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,253006,edu2,Married,Prof-specialty,Male,7688,0,38,White,>50K
Local-gov,47298,edu3,Married,Protective-serv,Male,0,0,45,White,>50K
Private,347829,edu1,Single,Other-service,Female,0,0,4,White,<=50K
Private,207568,edu1,Single,Other-service,Male,0,0,40,White,<=50K
Private,241765,edu1,Single,Handlers-cleaners,Female,0,0,60,White,<=50K
Private,306420,edu2,Married,Craft-repair,Male,0,0,45,White,>50K
Self-emp-inc,341762,edu2,Married,Exec-managerial,Male,0,0,50,White,>50K
Local-gov,196529,edu3,Married,Prof-specialty,Female,0,0,40,White,>50K
State-gov,312692,edu3,Single,Tech-support,Male,0,0,12,White,<=50K
Private,120914,edu1,Single,Farming-fishing,Male,0,0,40,White,<=50K
Federal-gov,49358,edu1,Single,Other-service,Female,0,0,40,Black,<=50K
Federal-gov,512864,edu2,Married,Transport-moving,Male,0,0,40,Black,<=50K
Private,283715,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,242323,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,62535,edu2,Married,Craft-repair,Male,0,0,43,White,<=50K
Private,206399,edu2,Single,Machine-op-inspct,Female,0,0,40,Black,<=50K
Private,247547,edu3,Single,Adm-clerical,Female,0,0,40,Black,<=50K
Private,76878,edu1,Married,Craft-repair,Male,5178,0,40,White,>50K
Private,347834,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,146719,edu2,Single,Sales,Female,0,0,35,White,<=50K
Private,26915,edu3,Married,Exec-managerial,Male,0,0,45,White,>50K
State-gov,89451,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
Private,267458,edu3,Married,Farming-fishing,Male,0,0,40,White,<=50K
Private,133503,edu2,Married,Sales,Male,0,1977,45,White,>50K
Self-emp-not-inc,27539,edu2,Married,Farming-fishing,Male,7688,0,72,White,>50K
Private,360814,edu1,Single,Craft-repair,Male,0,0,45,White,<=50K
Private,165215,edu3,Married,Prof-specialty,Female,0,0,15,White,>50K
Local-gov,357814,edu1,Married,Other-service,Female,0,0,35,White,<=50K
Private,201981,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,53197,edu2,Married,Craft-repair,Male,0,0,40,White,>50K
Private,143058,edu2,Married,Machine-op-inspct,Male,0,0,60,White,>50K
Private,131230,edu2,Single,Machine-op-inspct,Male,0,1590,40,White,<=50K
Private,103456,edu3,Married,Adm-clerical,Male,0,0,45,White,>50K
Private,148207,edu3,Married,Craft-repair,Male,0,0,40,White,<=50K
Local-gov,466325,edu1,Single,Adm-clerical,Male,0,0,12,White,<=50K
Private,143540,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,123151,edu1,Married,Craft-repair,Male,0,0,60,White,<=50K
Private,108892,edu1,Single,Handlers-cleaners,Male,0,0,12,White,<=50K
Private,271282,edu3,Single,Machine-op-inspct,Female,0,0,56,White,<=50K
Local-gov,304973,edu2,Married,Protective-serv,Male,0,0,78,White,>50K
Private,66208,edu3,Single,Prof-specialty,Female,0,0,45,White,<=50K
Private,180551,edu2,Married,Adm-clerical,Female,0,0,40,White,>50K
Private,259719,edu2,Single,Handlers-cleaners,Male,0,0,40,Black,<=50K
Private,173128,edu2,Single,Other-service,Male,0,0,40,White,<=50K
Private,395022,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
Private,176050,edu2,Married,Exec-managerial,Male,0,1848,47,White,>50K
Private,165152,edu2,Married,Sales,Male,0,0,48,White,>50K
